GateV	--
-15.8999996185303	3.88692370734134E-7
-16	3.95309768919105E-7
-16.1000003814697	4.04906955964179E-7
-16.2000007629395	4.03062529130693E-7
-16.2999992370605	4.05458166596873E-7
-16.3999996185303	4.13357952311344E-7
-16.5	4.10263339745143E-7
-16.6000003814697	4.23011243810834E-7
-16.7000007629395	4.3528882542887E-7
-16.7999992370605	4.36994412211789E-7
-16.8999996185303	4.42954558366182E-7
-17	4.46116757757409E-7
-17.1000003814697	4.52312832521784E-7
-17.2000007629395	4.55387691999931E-7
-17.2999992370605	4.56771203971584E-7
-17.3999996185303	4.57755078286937E-7
-17.5	4.73327872896334E-7
-17.6000003814697	4.82578911942255E-7
-17.7000007629395	4.91282776238222E-7
-17.7999992370605	4.97651058140036E-7
-17.8999996185303	4.94676214657375E-7
-18	4.89905005451874E-7
-18.1000003814697	5.02675163716049E-7
-18.2000007629395	5.05457819599542E-7
-18.2999992370605	5.12861220158811E-7
-18.3999996185303	5.2073369261052E-7
-18.5	5.24078814123641E-7
-18.6000003814697	5.24687266079127E-7
-18.7000007629395	5.35138838131388E-7
-18.7999992370605	5.33016134340869E-7
-18.8999996185303	5.35127412604197E-7
-19	5.4028271279094E-7
-19.1000003814697	5.4351215794668E-7
-19.2000007629395	5.48852256088139E-7
-19.2999992370605	5.60996568310657E-7
-19.3999996185303	5.65291543352942E-7
-19.5	5.64610331821314E-7
-19.6000003814697	5.70526594856346E-7
-19.7000007629395	5.75437127281475E-7
-19.7999992370605	5.79377626763744E-7
-19.8999996185303	5.83584096602863E-7
-20	5.72798910525307E-7
